participant_id,timestamp,round,stimulus_id,stimulus_type,stimulus_notes,ground_truth,answer,correct,confidence,response_time_seconds
P23,2026-08-31T09:11:39+00:00,3,video3,single_video,authentic,No,No,True,3,49.75
P23,2026-08-31T09:12:05+00:00,4,video4,single_video,authentic,No,No,True,4,26.11
P23,2026-08-31T09:12:36+00:00,5,video5,single_video,ai_generated,Yes (AI-generated),Yes (AI-generated),True,1,31.49
P23,2026-08-31T09:13:02+00:00,6,video6,single_video,edited_non_ai,No,Yes (AI-generated),False,1,25.11
P23,2026-08-31T09:13:54+00:00,7,pair1,pair_video,left_ai_right_real,Left,Right,False,2,52.25
P23,2026-08-31T09:14:24+00:00,8,pair2,pair_video,left_real_right_ai,Right,Right,True,5,30.31
P23,2026-08-31T09:15:00+00:00,9,delft,pair_image,left_real_right_ai,Right,Right,True,4,35.6
P23,2026-08-31T09:15:42+00:00,0,post_quiz,post_quiz,,,"{""skepticism"": 4, ""skepticism_label"": ""Agree"", ""trust_harder"": 5, ""trust_harder_label"": ""Strongly agree""}",,0,0.0
P24,2026-09-01T08:55:20+00:00,1,video1,single_video,authentic,No,No,True,3,21.97
P24,2026-09-01T08:55:42+00:00,2,video2,single_video,ai_generated,Yes (AI-generated),Not sure,False,5,21.98
P24,2026-09-01T08:56:04+00:00,3,video3,single_video,authentic,No,Yes (AI-generated),False,3,21.83
P24,2026-09-01T08:56:21+00:00,4,video4,single_video,authentic,No,No,True,4,16.79
P24,2026-09-01T08:56:40+00:00,5,video5,single_video,ai_generated,Yes (AI-generated),No,False,3,19.94
P24,2026-09-01T08:57:00+00:00,6,video6,single_video,edited_non_ai,No,Yes (AI-generated),False,5,19.8
P24,2026-09-01T08:57:33+00:00,7,pair1,pair_video,left_ai_right_real,Left,Right,False,2,32.46
P24,2026-09-01T08:58:03+00:00,8,pair2,pair_video,left_real_right_ai,Right,Right,True,3,30.25
P24,2026-09-01T08:58:19+00:00,9,delft,pair_image,left_real_right_ai,Right,Right,True,4,16.5
P24,2026-09-01T08:58:41+00:00,0,post_quiz,post_quiz,,,"{""skepticism"": 2, ""skepticism_label"": ""Disagree"", ""trust_harder"": 5, ""trust_harder_label"": ""Strongly agree""}",,0,0.0
P25,2026-09-01T21:36:45+00:00,1,video1,single_video,authentic,No,Yes (AI-generated),False,5,8.21
P25,2026-09-01T21:36:51+00:00,2,video2,single_video,ai_generated,Yes (AI-generated),No,False,4,6.05
P25,2026-09-01T21:36:57+00:00,3,video3,single_video,authentic,No,No,True,5,5.7
P25,2026-09-01T21:37:04+00:00,4,video4,single_video,authentic,No,No,True,5,6.99
P25,2026-09-01T21:37:08+00:00,5,video5,single_video,ai_generated,Yes (AI-generated),Not sure,False,3,4.66
P25,2026-09-01T21:37:14+00:00,6,video6,single_video,edited_non_ai,No,Yes (AI-generated),False,5,5.24
P25,2026-09-01T21:37:20+00:00,7,pair1,pair_video,left_ai_right_real,Left,Left,True,5,6.71
P25,2026-09-01T21:37:30+00:00,8,pair2,pair_video,left_real_right_ai,Right,Right,True,5,9.85
P25,2026-09-01T21:38:16+00:00,9,delft,pair_image,left_real_right_ai,Right,Right,True,5,46.3
P25,2026-09-01T21:39:28+00:00,0,post_quiz,post_quiz,,,"{""skepticism"": 3, ""skepticism_label"": ""In between"", ""trust_harder"": 5, ""trust_harder_label"": ""Strongly agree""}",,0,0.0
P26,2026-09-05T16:03:05+00:00,1,video1,single_video,authentic,No,Yes (AI-generated),False,4,22.72
P26,2026-09-05T16:03:51+00:00,2,video2,single_video,ai_generated,Yes (AI-generated),Yes (AI-generated),True,5,45.93
P26,2026-09-05T16:04:15+00:00,3,video3,single_video,authentic,No,No,True,5,23.88
P26,2026-09-05T16:04:24+00:00,4,video4,single_video,authentic,No,No,True,5,8.84
P26,2026-09-05T16:04:48+00:00,5,video5,single_video,ai_generated,Yes (AI-generated),Yes (AI-generated),True,5,24.36
P26,2026-09-05T16:05:11+00:00,6,video6,single_video,edited_non_ai,No,No,True,5,22.39
P26,2026-09-05T16:05:40+00:00,7,pair1,pair_video,left_ai_right_real,Left,Left,True,4,28.81
P26,2026-09-05T16:06:27+00:00,8,pair2,pair_video,left_real_right_ai,Right,Right,True,4,47.12
P26,2026-09-05T16:07:24+00:00,9,delft,pair_image,left_real_right_ai,Right,Right,True,5,56.68
P26,2026-09-05T16:08:52+00:00,0,post_quiz,post_quiz,,,"{""skepticism"": 2, ""skepticism_label"": ""Disagree"", ""trust_harder"": 2, ""trust_harder_label"": ""Disagree""}",,0,0.0
P27,2026-09-13T11:30:04+00:00,1,video1,single_video,authentic,No,Yes (AI-generated),False,4,63.89
P27,2026-09-13T11:30:52+00:00,2,video2,single_video,ai_generated,Yes (AI-generated),No,False,4,47.75
P27,2026-09-13T11:31:51+00:00,3,video3,single_video,authentic,No,Not sure,False,3,59.59
P27,2026-09-13T11:32:37+00:00,4,video4,single_video,authentic,No,Not sure,False,3,45.1
P27,2026-09-13T11:33:03+00:00,5,video5,single_video,ai_generated,Yes (AI-generated),Not sure,False,3,26.3
P27,2026-09-13T11:33:41+00:00,6,video6,single_video,edited_non_ai,No,Not sure,False,3,38.32
P27,2026-09-13T11:34:27+00:00,7,pair1,pair_video,left_ai_right_real,Left,Not sure,False,3,46.29
P27,2026-09-13T11:35:03+00:00,8,pair2,pair_video,left_real_right_ai,Right,Right,True,4,35.87
P27,2026-09-13T11:36:51+00:00,9,delft,pair_image,left_real_right_ai,Right,Not sure,False,3,107.31
P27,2026-09-13T11:37:16+00:00,0,post_quiz,post_quiz,,,"{""skepticism"": 2, ""skepticism_label"": ""Disagree"", ""trust_harder"": 4, ""trust_harder_label"": ""Agree""}",,0,0.0
P28,2026-09-14T10:03:35+00:00,1,video1,single_video,authentic,No,Yes (AI-generated),False,5,17.36
P28,2026-09-14T10:03:59+00:00,2,video2,single_video,ai_generated,Yes (AI-generated),Yes (AI-generated),True,3,23.89
P28,2026-09-14T10:04:17+00:00,3,video3,single_video,authentic,No,No,True,3,18.19
P28,2026-09-14T10:04:30+00:00,4,video4,single_video,authentic,No,No,True,4,13.23
P28,2026-09-14T10:04:48+00:00,5,video5,single_video,ai_generated,Yes (AI-generated),No,False,4,17.7
P28,2026-09-14T10:05:00+00:00,6,video6,single_video,edited_non_ai,No,Yes (AI-generated),False,5,12.65
P28,2026-09-14T10:05:43+00:00,7,pair1,pair_video,left_ai_right_real,Left,Left,True,3,42.36
P28,2026-09-14T10:06:02+00:00,8,pair2,pair_video,left_real_right_ai,Right,Right,True,3,18.84
P28,2026-09-14T10:06:54+00:00,9,delft,pair_image,left_real_right_ai,Right,Right,True,3,52.14
P28,2026-09-14T10:07:11+00:00,0,post_quiz,post_quiz,,,"{""skepticism"": 4, ""skepticism_label"": ""Agree"", ""trust_harder"": 4, ""trust_harder_label"": ""Agree""}",,0,0.0
P29,2026-09-16T09:19:43+00:00,1,video1,single_video,authentic,No,Yes (AI-generated),False,4,20.28
P29,2026-09-16T09:19:55+00:00,2,video2,single_video,ai_generated,Yes (AI-generated),Yes (AI-generated),True,5,12.15
P29,2026-09-16T09:20:17+00:00,3,video3,single_video,authentic,No,No,True,4,21.98
P29,2026-09-16T09:20:41+00:00,4,video4,single_video,authentic,No,Yes (AI-generated),False,3,23.38
P29,2026-09-16T09:20:51+00:00,5,video5,single_video,ai_generated,Yes (AI-generated),Yes (AI-generated),True,3,10.36
P29,2026-09-16T09:21:11+00:00,6,video6,single_video,edited_non_ai,No,Yes (AI-generated),False,4,20.05
P29,2026-09-16T09:22:03+00:00,7,pair1,pair_video,left_ai_right_real,Left,Right,False,3,52.2
P29,2026-09-16T09:22:38+00:00,8,pair2,pair_video,left_real_right_ai,Right,Left,False,4,34.35
P29,2026-09-16T09:23:43+00:00,9,delft,pair_image,left_real_right_ai,Right,Right,True,4,65.35
P29,2026-09-16T09:24:30+00:00,0,post_quiz,post_quiz,,,"{""skepticism"": 4, ""skepticism_label"": ""Agree"", ""trust_harder"": 1, ""trust_harder_label"": ""Strongly disagree""}",,0,0.0
P30,2026-09-16T17:28:27+00:00,1,video1,single_video,authentic,No,Yes (AI-generated),False,4,5.4
P30,2026-09-16T17:28:45+00:00,2,video2,single_video,ai_generated,Yes (AI-generated),No,False,4,18.85
P30,2026-09-16T17:29:04+00:00,3,video3,single_video,authentic,No,No,True,5,18.27
P30,2026-09-16T17:29:11+00:00,4,video4,single_video,authentic,No,No,True,4,7.73
P30,2026-09-16T17:29:18+00:00,5,video5,single_video,ai_generated,Yes (AI-generated),No,False,5,6.47
P30,2026-09-16T17:29:29+00:00,6,video6,single_video,edited_non_ai,No,No,True,1,11.64
P30,2026-09-16T17:29:36+00:00,7,pair1,pair_video,left_ai_right_real,Left,Not sure,False,1,6.5
P30,2026-09-16T17:29:41+00:00,8,pair2,pair_video,left_real_right_ai,Right,Left,False,4,4.98
P30,2026-09-16T17:29:56+00:00,9,delft,pair_image,left_real_right_ai,Right,Not sure,False,1,15.32
P30,2026-09-16T17:30:33+00:00,0,post_quiz,post_quiz,,,"{""skepticism"": 5, ""skepticism_label"": ""Strongly agree"", ""trust_harder"": 5, ""trust_harder_label"": ""Strongly agree""}",,0,0.0
